method,task,learner,dpc,k,num_synthetic_examples,metric,score,score_std,accuracy_mean,accuracy_std,f1_mean,f1_std,macro_f1_mean,macro_f1_std,n_dataset,seed,selection_time_sec,eval_time_sec,elapsed_sec_mean,runs,source_path
herding,qqp,albert-base-v2,500,1000,1000,combined_score,0.7052782565043204,0.06492239124979507,,,0.7052782565043204,0.06492239124979507,,,1,42,2544.2,107.0,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,albert-base-v2,1000,2000,2000,combined_score,0.7724046167536311,0.004162302855896084,,,0.7724046167536311,0.004162302855896084,,,1,42,4550.2,109.8,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,1,2,2,combined_score,0.530721140384509,0.03003942409124585,,,0.530721140384509,0.03003942409124585,,,1,42,653.2,87.4,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,5,10,10,combined_score,0.6172308232317758,0.027659621023863032,,,0.6172308232317758,0.027659621023863032,,,1,42,684.2,86.7,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,10,20,20,combined_score,0.5800836276817013,0.0066280162767541504,,,0.5800836276817013,0.0066280162767541504,,,1,42,599.1,75.7,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,20,40,40,combined_score,0.6477206940661198,0.013348005318241787,,,0.6477206940661198,0.013348005318241787,,,1,42,612.1,78.6,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,50,100,100,combined_score,0.660214795378418,0.006978054794380023,,,0.660214795378418,0.006978054794380023,,,1,42,748.5,84.6,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,100,200,200,combined_score,0.670854751165708,0.0063400171024494785,,,0.670854751165708,0.0063400171024494785,,,1,42,944.2,83.3,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,500,1000,1000,combined_score,0.729029270678725,0.005892503178152691,,,0.729029270678725,0.005892503178152691,,,1,42,2569.5,82.6,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,1000,2000,2000,combined_score,0.7399708189717474,0.013257698520684435,,,0.7399708189717474,0.013257698520684435,,,1,42,4574.6,86.4,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,1,2,2,combined_score,0.48124419986221884,0.05952867262866289,,,0.48124419986221884,0.05952867262866289,,,1,42,0.0,139.7,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,5,10,10,combined_score,0.6156195798839799,0.04086876566281322,,,0.6156195798839799,0.04086876566281322,,,1,42,0.0,139.5,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,10,20,20,combined_score,0.6345518845189074,0.01514620996195045,,,0.6345518845189074,0.01514620996195045,,,1,42,0.0,139.6,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,20,40,40,combined_score,0.6173430791103861,0.04299419972365373,,,0.6173430791103861,0.04299419972365373,,,1,42,0.0,142.5,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,50,100,100,combined_score,0.6596171344515458,0.008478292399651529,,,0.6596171344515458,0.008478292399651529,,,1,42,0.0,156.3,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,100,200,200,combined_score,0.6774556508517436,0.006453998882204912,,,0.6774556508517436,0.006453998882204912,,,1,42,0.0,157.1,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,500,1000,1000,combined_score,0.6390800594445738,0.13151045382687873,,,0.6390800594445738,0.13151045382687873,,,1,42,0.0,154.6,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,1000,2000,2000,combined_score,0.7685089524072465,0.0020626666244036094,,,0.7685089524072465,0.0020626666244036094,,,1,42,0.0,152.5,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,microsoft/deberta-v3-base,1,2,2,combined_score,0.6125779961835875,0.02491478687078687,,,0.6125779961835875,0.02491478687078687,,,1,42,0.0,119.7,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,microsoft/deberta-v3-base,5,10,10,combined_score,0.6238423621737864,0.04248186282894335,,,0.6238423621737864,0.04248186282894335,,,1,42,0.0,120.2,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,microsoft/deberta-v3-base,10,20,20,combined_score,0.6415958724820835,0.04270322534858726,,,0.6415958724820835,0.04270322534858726,,,1,42,0.0,115.7,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,microsoft/deberta-v3-base,20,40,40,combined_score,0.7028759024883628,0.011089102905036022,,,0.7028759024883628,0.011089102905036022,,,1,42,0.0,119.1,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,microsoft/deberta-v3-base,50,100,100,combined_score,0.6840315652037576,0.028672101108364868,,,0.6840315652037576,0.028672101108364868,,,1,42,0.0,124.8,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,microsoft/deberta-v3-base,100,200,200,combined_score,0.7389445283599262,0.017141358403757526,,,0.7389445283599262,0.017141358403757526,,,1,42,0.0,126.7,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,microsoft/deberta-v3-base,500,1000,1000,combined_score,0.7975174765914712,0.002488156282311829,,,0.7975174765914712,0.002488156282311829,,,1,42,0.0,125.9,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,microsoft/deberta-v3-base,1000,2000,2000,combined_score,0.8106622863350141,0.0007569596565252635,,,0.8106622863350141,0.0007569596565252635,,,1,42,0.0,125.8,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-base,1,2,2,combined_score,0.5434410028102162,0.003963733195733066,,,0.5434410028102162,0.003963733195733066,,,1,42,0.0,71.3,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-base,5,10,10,combined_score,0.6276776195706729,0.018031809819662587,,,0.6276776195706729,0.018031809819662587,,,1,42,0.0,69.1,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-base,10,20,20,combined_score,0.6535325338837173,0.02045008571161891,,,0.6535325338837173,0.02045008571161891,,,1,42,0.0,71.8,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-base,20,40,40,combined_score,0.6443658345483846,0.018884236284308586,,,0.6443658345483846,0.018884236284308586,,,1,42,0.0,75.0,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-base,50,100,100,combined_score,0.6717872152428187,0.0067145833286531295,,,0.6717872152428187,0.0067145833286531295,,,1,42,0.0,79.0,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-base,100,200,200,combined_score,0.6944970179323899,0.017026130090768882,,,0.6944970179323899,0.017026130090768882,,,1,42,0.0,75.8,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-base,500,1000,1000,combined_score,0.7538324444505653,0.011064252807495043,,,0.7538324444505653,0.011064252807495043,,,1,42,0.0,77.0,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-base,1000,2000,2000,combined_score,0.7788649658700475,0.005025566683110315,,,0.7788649658700475,0.005025566683110315,,,1,42,0.0,76.2,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-large,1,2,2,combined_score,0.386455194717219,0.05052186353528131,,,0.386455194717219,0.05052186353528131,,,1,42,0.0,134.0,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-large,5,10,10,combined_score,0.555581076184085,0.04808339264780506,,,0.555581076184085,0.04808339264780506,,,1,42,0.0,129.5,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-large,10,20,20,combined_score,0.6144627518534294,0.04614720578443074,,,0.6144627518534294,0.04614720578443074,,,1,42,0.0,130.5,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-large,20,40,40,combined_score,0.6424247844949176,0.040076400939343206,,,0.6424247844949176,0.040076400939343206,,,1,42,0.0,133.9,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-large,50,100,100,combined_score,0.6380513326687365,0.014858565243598578,,,0.6380513326687365,0.014858565243598578,,,1,42,0.0,148.6,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-large,100,200,200,combined_score,0.7012788580173751,0.03272583134099383,,,0.7012788580173751,0.03272583134099383,,,1,42,0.0,152.8,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-large,500,1000,1000,combined_score,0.6601831922515224,0.14644068462187582,,,0.6601831922515224,0.14644068462187582,,,1,42,0.0,147.9,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,roberta-large,1000,2000,2000,combined_score,0.5674196726528425,0.16156101492381217,,,0.5674196726528425,0.16156101492381217,,,1,42,0.0,147.7,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,xlnet-base-cased,1,2,2,combined_score,0.4991390246406584,0.014562158411291166,,,0.4991390246406584,0.014562158411291166,,,1,42,0.0,177.0,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,xlnet-base-cased,5,10,10,combined_score,0.5568303298563487,0.015815034013938606,,,0.5568303298563487,0.015815034013938606,,,1,42,0.0,177.7,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,xlnet-base-cased,10,20,20,combined_score,0.6003786149199594,0.006909421362805087,,,0.6003786149199594,0.006909421362805087,,,1,42,0.0,174.6,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,xlnet-base-cased,20,40,40,combined_score,0.6236847355175487,0.01830557775044957,,,0.6236847355175487,0.01830557775044957,,,1,42,0.0,184.0,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,xlnet-base-cased,50,100,100,combined_score,0.6333020161981374,0.008220537177510664,,,0.6333020161981374,0.008220537177510664,,,1,42,0.0,190.3,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,xlnet-base-cased,100,200,200,combined_score,0.6668583686479123,0.0031798788619209115,,,0.6668583686479123,0.0031798788619209115,,,1,42,0.0,190.2,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,xlnet-base-cased,500,1000,1000,combined_score,0.729449310768563,0.01477168934825563,,,0.729449310768563,0.01477168934825563,,,1,42,0.0,192.1,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,xlnet-base-cased,1000,2000,2000,combined_score,0.7544328895515164,0.0038396884866591157,,,0.7544328895515164,0.0038396884866591157,,,1,42,0.0,191.6,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,albert-base-v2,1,2,2,accuracy,0.4919724770642202,0.0024773473617767244,0.4919724770642202,0.0024773473617767244,,,,,1,42,84.6,21.6,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,albert-base-v2,5,10,10,accuracy,0.6402905198776758,0.044948017017855287,0.6402905198776758,0.044948017017855287,,,,,1,42,84.3,21.2,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,albert-base-v2,10,20,20,accuracy,0.6701070336391437,0.05435935730268049,0.6701070336391437,0.05435935730268049,,,,,1,42,86.1,21.8,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,albert-base-v2,20,40,40,accuracy,0.7041284403669725,0.02363238763925646,0.7041284403669725,0.02363238763925646,,,,,1,42,87.0,24.0,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,albert-base-v2,50,100,100,accuracy,0.7897553516819572,0.025025821564729253,0.7897553516819572,0.025025821564729253,,,,,1,42,111.7,33.4,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,albert-base-v2,100,200,200,accuracy,0.8038990825688074,0.0227052636160818,0.8038990825688074,0.0227052636160818,,,,,1,42,154.4,27.9,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,albert-base-v2,500,1000,1000,accuracy,0.816131498470948,0.03541249412238065,0.816131498470948,0.03541249412238065,,,,,1,42,495.6,34.7,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,albert-base-v2,1000,2000,2000,accuracy,0.8524464831804281,0.018499317480982963,0.8524464831804281,0.018499317480982963,,,,,1,42,881.4,27.7,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-base-uncased,1,2,2,accuracy,0.5955657492354739,0.028436872956264955,0.5955657492354739,0.028436872956264955,,,,,1,42,91.4,26.3,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-base-uncased,5,10,10,accuracy,0.7293577981651377,0.04610985505280896,0.7293577981651377,0.04610985505280896,,,,,1,42,79.7,24.7,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-base-uncased,10,20,20,accuracy,0.7373853211009175,0.037489068256713956,0.7373853211009175,0.037489068256713956,,,,,1,42,82.6,25.2,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-base-uncased,20,40,40,accuracy,0.7335626911314984,0.0014302971661979962,0.7335626911314984,0.0014302971661979962,,,,,1,42,83.5,27.1,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-base-uncased,50,100,100,accuracy,0.8348623853211009,0.005847499442193536,0.8348623853211009,0.005847499442193536,,,,,1,42,108.8,37.4,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-base-uncased,100,200,200,accuracy,0.8191896024464832,0.022243633831767834,0.8191896024464832,0.022243633831767834,,,,,1,42,150.2,31.3,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-base-uncased,500,1000,1000,accuracy,0.882262996941896,0.0028605943323959824,0.882262996941896,0.0028605943323959824,,,,,1,42,492.1,39.4,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-base-uncased,1000,2000,2000,accuracy,0.889525993883792,0.00235642737116553,0.889525993883792,0.00235642737116553,,,,,1,42,876.6,30.4,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-large-uncased,1,2,2,accuracy,0.5657492354740062,0.013708272994679747,0.5657492354740062,0.013708272994679747,,,,,1,42,81.2,55.2,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-large-uncased,5,10,10,accuracy,0.636467889908257,0.053519549952192824,0.636467889908257,0.053519549952192824,,,,,1,42,50.7,53.1,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-large-uncased,10,20,20,accuracy,0.7190366972477064,0.04080377723545228,0.7190366972477064,0.04080377723545228,,,,,1,42,54.3,52.9,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-large-uncased,20,40,40,accuracy,0.7748470948012233,0.05558740167772126,0.7748470948012233,0.05558740167772126,,,,,1,42,55.9,53.6,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-large-uncased,50,100,100,accuracy,0.6227064220183486,0.17369468618423894,0.6227064220183486,0.17369468618423894,,,,,1,42,82.2,59.7,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-large-uncased,100,200,200,accuracy,0.881880733944954,0.00893220294002135,0.881880733944954,0.00893220294002135,,,,,1,42,128.1,55.2,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-large-uncased,500,1000,1000,accuracy,0.9078746177370031,0.005406015146686137,0.9078746177370031,0.005406015146686137,,,,,1,42,468.3,64.2,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,bert-large-uncased,1000,2000,2000,accuracy,0.8776758409785933,0.05388959293562435,0.8776758409785933,0.05388959293562435,,,,,1,42,851.7,56.0,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,microsoft/deberta-v3-base,1,2,2,accuracy,0.6303516819571865,0.01433358811869469,0.6303516819571865,0.01433358811869469,,,,,1,42,0.0,54.5,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,microsoft/deberta-v3-base,5,10,10,accuracy,0.6368501529051988,0.09998497722170081,0.6368501529051988,0.09998497722170081,,,,,1,42,0.0,48.7,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,microsoft/deberta-v3-base,10,20,20,accuracy,0.8310397553516818,0.03083324897565106,0.8310397553516818,0.03083324897565106,,,,,1,42,0.0,46.9,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,microsoft/deberta-v3-base,20,40,40,accuracy,0.7542048929663608,0.07308524616684531,0.7542048929663608,0.07308524616684531,,,,,1,42,0.0,47.9,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,microsoft/deberta-v3-base,50,100,100,accuracy,0.7928134556574924,0.04872916201827971,0.7928134556574924,0.04872916201827971,,,,,1,42,0.0,50.4,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,microsoft/deberta-v3-base,100,200,200,accuracy,0.8891437308868501,0.0038983329614623577,0.8891437308868501,0.0038983329614623577,,,,,1,42,0.0,49.7,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,microsoft/deberta-v3-base,500,1000,1000,accuracy,0.9204892966360857,0.003784210602680324,0.9204892966360857,0.003784210602680324,,,,,1,42,0.0,52.4,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,microsoft/deberta-v3-base,1000,2000,2000,accuracy,0.9373088685015291,0.005157009771877692,0.9373088685015291,0.005157009771877692,,,,,1,42,0.0,51.0,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-base,1,2,2,accuracy,0.6085626911314984,0.005406015146686189,0.6085626911314984,0.005406015146686189,,,,,1,42,84.2,27.3,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-base,5,10,10,accuracy,0.757645259938838,0.038723826489691346,0.757645259938838,0.038723826489691346,,,,,1,42,78.7,26.1,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-base,10,20,20,accuracy,0.7003058103975534,0.021542817742515888,0.7003058103975534,0.021542817742515888,,,,,1,42,81.2,25.8,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-base,20,40,40,accuracy,0.6934250764525993,0.030662163043051204,0.6934250764525993,0.030662163043051204,,,,,1,42,83.0,27.2,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-base,50,100,100,accuracy,0.8260703363914373,0.016118630460480145,0.8260703363914373,0.016118630460480145,,,,,1,42,108.4,36.6,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-base,100,200,200,accuracy,0.860474006116208,0.03287017251789857,0.860474006116208,0.03287017251789857,,,,,1,42,151.4,30.2,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-base,500,1000,1000,accuracy,0.8910550458715596,0.0018726985801094521,0.8910550458715596,0.0018726985801094521,,,,,1,42,493.3,38.2,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-base,1000,2000,2000,accuracy,0.9032874617737002,0.007027819690692,0.9032874617737002,0.007027819690692,,,,,1,42,877.7,27.9,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-large,1,2,2,accuracy,0.5359327217125381,0.03558537958023554,0.5359327217125381,0.03558537958023554,,,,,1,42,82.9,54.5,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-large,5,10,10,accuracy,0.6376146788990825,0.027089476630774583,0.6376146788990825,0.027089476630774583,,,,,1,42,51.3,52.6,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-large,10,20,20,accuracy,0.7511467889908258,0.019461654528070103,0.7511467889908258,0.019461654528070103,,,,,1,42,54.8,53.6,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-large,20,40,40,accuracy,0.7515290519877675,0.03699863496196597,0.7515290519877675,0.03699863496196597,,,,,1,42,55.2,54.0,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-large,50,100,100,accuracy,0.849006116207951,0.014055639381384,0.849006116207951,0.014055639381384,,,,,1,42,81.8,59.3,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-large,100,200,200,accuracy,0.8864678899082569,0.012597291325140769,0.8864678899082569,0.012597291325140769,,,,,1,42,128.4,55.7,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-large,500,1000,1000,accuracy,0.8704128440366973,0.03920386126014194,0.8704128440366973,0.03920386126014194,,,,,1,42,467.8,63.6,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,roberta-large,1000,2000,2000,accuracy,0.6391437308868502,0.19692147594860107,0.6391437308868502,0.19692147594860107,,,,,1,42,852.4,56.8,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,xlnet-base-cased,1,2,2,accuracy,0.6162079510703363,0.016653685711614612,0.6162079510703363,0.016653685711614612,,,,,1,42,0.0,51.9,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,xlnet-base-cased,5,10,10,accuracy,0.6353211009174312,0.02819950786163299,0.6353211009174312,0.02819950786163299,,,,,1,42,0.0,47.9,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,xlnet-base-cased,10,20,20,accuracy,0.6307339449541285,0.08841934000803307,0.6307339449541285,0.08841934000803307,,,,,1,42,0.0,47.7,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,xlnet-base-cased,20,40,40,accuracy,0.7404434250764526,0.041941062646618496,0.7404434250764526,0.041941062646618496,,,,,1,42,0.0,51.4,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,xlnet-base-cased,50,100,100,accuracy,0.8528287461773699,0.020435881352635542,0.8528287461773699,0.020435881352635542,,,,,1,42,0.0,52.2,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,xlnet-base-cased,100,200,200,accuracy,0.8650611620795107,0.00937908573882667,0.8650611620795107,0.00937908573882667,,,,,1,42,0.0,51.6,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,xlnet-base-cased,500,1000,1000,accuracy,0.8990825688073394,0.0018726985801094521,0.8990825688073394,0.0018726985801094521,,,,,1,42,0.0,56.8,,,scaling_laws_herding_report/raw_results.csv
herding,sst2,xlnet-base-cased,1000,2000,2000,accuracy,0.9063455657492355,0.0032883506372487488,0.9063455657492355,0.0032883506372487488,,,,,1,42,0.0,55.6,,,scaling_laws_herding_report/raw_results.csv
embedding_distillation,ag_news,bert-base-uncased,1,4,4,accuracy,0.6271754374106725,0.0166969809908935,0.6271754374106725,0.0166969809908935,,,0.2647633344016154,0.09654486384392962,,,,,1099.85576,5,results/emdebding_distilation/metrics.csv
embedding_distillation,ag_news,bert-base-uncased,1,4,4,macro_f1,0.2647633344016154,0.09654486384392962,0.6271754374106725,0.0166969809908935,,,0.2647633344016154,0.09654486384392962,,,,,1099.85576,5,results/emdebding_distilation/metrics.csv
embedding_distillation,ag_news,bert-base-uncased,2,8,8,accuracy,0.6972105304400126,0.013758190226892316,0.6972105304400126,0.013758190226892316,,,0.23750171564333286,0.027214048494071576,,,,,1090.20666,5,results/emdebding_distilation/metrics.csv
embedding_distillation,ag_news,bert-base-uncased,2,8,8,macro_f1,0.23750171564333286,0.027214048494071576,0.6972105304400126,0.013758190226892316,,,0.23750171564333286,0.027214048494071576,,,,,1090.20666,5,results/emdebding_distilation/metrics.csv
embedding_distillation,ag_news,bert-base-uncased,3,12,12,accuracy,0.67742982308069863,0.005092794008331069,0.67742982308069863,0.005092794008331069,,,0.20225021334455137,0.01966287898713906,,,,,1103.50428,5,results/emdebding_distilation/metrics.csv
embedding_distillation,ag_news,bert-base-uncased,3,12,12,macro_f1,0.20225021334455137,0.01966287898713906,0.67742982308069863,0.005092794008331069,,,0.20225021334455137,0.01966287898713906,,,,,1103.50428,5,results/emdebding_distilation/metrics.csv
embedding_distillation,ag_news,bert-base-uncased,5,20,20,accuracy,0.69026315609614056,0.015164830332462226,0.69026315609614056,0.015164830332462226,,,0.20932999755145057,0.03716529381943075,,,,,1110.03871,5,results/emdebding_distilation/metrics.csv
embedding_distillation,ag_news,bert-base-uncased,5,20,20,macro_f1,0.20932999755145057,0.03716529381943075,0.69026315609614056,0.015164830332462226,,,0.20932999755145057,0.03716529381943075,,,,,1110.03871,5,results/emdebding_distilation/metrics.csv
embedding_distillation,ag_news,bert-base-uncased,10,40,40,accuracy,0.69318421483039856,0.01393721798746998,0.69318421483039856,0.01393721798746998,,,0.3349385759212123,0.06684440486090185,,,,,1386.15,5,results/emdebding_distilation/metrics.csv
embedding_distillation,ag_news,bert-base-uncased,10,40,40,macro_f1,0.3349385759212123,0.06684440486090185,0.69318421483039856,0.01393721798746998,,,0.3349385759212123,0.06684440486090185,,,,,1386.15,5,results/emdebding_distilation/metrics.csv
embedding_distillation,ag_news,bert-base-uncased,20,80,80,accuracy,0.61113157669703165,0.10437040146082284,0.61113157669703165,0.10437040146082284,,,0.36166641205774036,0.11054696608501141,,,,,2031.53941,5,results/emdebding_distilation/metrics.csv
embedding_distillation,ag_news,bert-base-uncased,20,80,80,macro_f1,0.36166641205774036,0.11054696608501141,0.61113157669703165,0.10437040146082284,,,0.36166641205774036,0.11054696608501141,,,,,2031.53941,5,results/emdebding_distilation/metrics.csv
